id,room_type,price,minimum_nights,number_of_reviews_ltm,reviews_per_month,latitude,longitude
45175102,Private room,40,2,0,0.05,51.54709,-0.12996
45282568,Entire home/apt,493,2,0,0.07,51.51312,-0.12517
45248295,Entire home/apt,202,21,0,0.06,51.52518,-0.08016
45248530,Private room,43,7,3,0.49,51.6057,-0.12431
45248912,Private room,105,1,0,,51.41913,-0.16358
45249095,Private room,264,1,0,,51.50084,-0.11255
45249158,Private room,105,1,5,0.53,51.41954,-0.16183
45249295,Private room,105,1,2,0.24,51.41847,-0.15902
45282606,Entire home/apt,94,5,10,0.94,51.46407,-0.26735
45284336,Private room,100,2,21,1.49,51.52854,-0.14031
45175407,Private room,164,2,21,1.8,51.49156,-0.16763
45284797,Entire home/apt,60,3,0,0.05,51.48408,-0.12006
45176263,Entire home/apt,88,1,11,0.72,51.35428,-0.09098
45176647,Private room,180,2,9,1.72,51.49093,-0.16737
45177260,Private room,149,2,1,0.12,51.49263,-0.16739
45249507,Private room,104,1,3,0.31,51.41809,-0.16161
45249584,Private room,92,1,0,0.06,51.43581,-0.16935
45249799,Private room,92,1,5,0.48,51.43567,-0.16792
45249863,Private room,92,1,0,0.06,51.43612,-0.16922
45249949,Private room,92,1,0,,51.43599,-0.16841
45250059,Private room,92,1,1,0.11,51.43469,-0.16761
45250272,Private room,92,1,11,0.93,51.43447,-0.16772
45250479,Entire home/apt,57,7,0,,51.51271,-0.06569
45250909,Private room,134,1,0,,51.42509,-0.16564
45251104,Private room,134,1,3,0.24,51.42714,-0.16542
45251303,Entire home/apt,100,3,0,,51.56923,-0.28041
45251335,Private room,115,1,4,0.37,51.42499,-0.16521
45251553,Entire home/apt,143,3,15,1.08,51.5252,-0.16226
45284916,Private room,32,1,0,,51.56875,-0.11808
45253064,Entire home/apt,200,3,0,,51.51361,-0.17389
45254153,Entire home/apt,100,7,0,,51.521,-0.30336
45254399,Entire home/apt,65,7,1,0.13,51.36498,-0.18626
45177835,Entire home/apt,102,30,7,0.56,51.46312,-0.29046
45183481,Entire home/apt,114,4,3,0.45,51.59562,-0.41013
45184195,Entire home/apt,95,3,1,0.17,51.47869,-0.20282
45285891,Private room,30,1,0,,51.59329,-0.26017
45256314,Entire home/apt,140,3,0,,51.50937,-0.12492
45286571,Private room,100,2,0,,51.57039,-0.11882
45257071,Entire home/apt,35,2,0,0.17,51.47189,-0.36593
45263575,Entire home/apt,389,1,24,1.65,51.51365,-0.1278
45263759,Private room,115,1,6,0.45,51.4253,-0.16364
45185601,Entire home/apt,100,10,0,,51.54236,-0.12691
45185729,Private room,84,3,3,0.3,51.46404,-0.03709
45287650,Private room,127,2,5,0.4,51.54777,-0.12917
45287677,Private room,128,2,37,2.4,51.54912,-0.12898
45293327,Entire home/apt,80,15,0,,51.56454,-0.12196
45263766,Entire home/apt,206,2,8,0.58,51.485882,-0.205434
45263872,Private room,124,1,2,0.39,51.42546,-0.16424
45264007,Entire home/apt,150,2,25,2.57,51.48994,-0.08335
45264121,Entire home/apt,452,1,34,2.28,51.50265,-0.11171
45264133,Private room,124,1,3,0.46,51.42693,-0.16294
45293979,Private room,29,2,2,0.16,51.59197,0.16768
45264225,Private room,124,1,2,0.27,51.42584,-0.16461
45294039,Private room,300,1,0,,51.47185,-0.36815
45295023,Private room,100,2,0,,51.49315,0.05849
45296016,Entire home/apt,139,3,0,0.08,51.48189,-0.21013
45297367,Entire home/apt,125,3,2,0.22,51.52208,-0.11327
45297560,Entire home/apt,120,3,3,0.3,51.52185,-0.11209
45297843,Private room,50,8,0,,51.61205,-0.15647
45298413,Entire home/apt,155,3,1,0.14,51.51705,-0.17247
45298463,Entire home/apt,165,3,1,0.25,51.5171,-0.17257
45186028,Entire home/apt,150,5,2,0.27,51.48377,0.00683
45298542,Entire home/apt,107,2,3,0.45,51.50007,-0.26734
45299334,Private room,48,2,0,0.17,51.51474,0.08056
45299864,Entire home/apt,80,5,0,0.16,51.50992,-0.02815
45300494,Private room,55,1,0,,51.6072,-0.10867
45186831,Entire home/apt,185,3,8,0.61,51.55672,-0.17711
45300539,Private room,59,1,0,,51.60317,-0.23889
45188764,Private room,60,3,0,,51.62677,-0.05352
45264373,Private room,124,1,0,0.06,51.42661,-0.16482
45264425,Private room,134,1,2,0.2,51.42512,-0.1652
45264433,Private room,206,1,31,2.01,51.51441,-0.17533
45264485,Private room,115,1,6,0.57,51.42531,-0.16572
45264555,Private room,25,5,0,0.05,51.51313,-0.06258
45264575,Private room,124,1,0,,51.42733,-0.16496
45301273,Entire home/apt,130,3,5,0.55,51.56288,-0.29655
45264631,Private room,134,1,1,0.44,51.42682,-0.16341
45264654,Private room,124,1,2,0.24,51.42746,-0.16301
45264737,Private room,124,1,3,0.29,51.42732,-0.16326
45264815,Private room,124,1,2,0.17,51.42719,-0.16272
45264927,Private room,152,1,5,0.45,51.52147,-0.13591
45265592,Entire home/apt,202,28,0,,51.52016,-0.14528
45265713,Private room,30,1,5,0.58,51.53702,-0.11568
45265865,Entire home/apt,134,4,0,0.17,51.50453,-0.21649
45188809,Private room,60,1,18,0.99,51.4288,-0.2099
45190094,Private room,60,3,0,,51.41784,-0.15453
45301290,Entire home/apt,87,5,16,1.27,51.52131,-0.16103
45301892,Private room,45,2,0,0.05,51.53758,-0.1774
45190808,Entire home/apt,60,5,0,,51.46135,-0.02086
45265940,Entire home/apt,200,3,0,,51.52041,-0.22002
45266744,Entire home/apt,334,28,0,,51.52065,-0.14508
45266779,Entire home/apt,138,28,0,,51.52173,-0.14523
45266806,Entire home/apt,300,5,3,0.31,51.42466,-0.14444
45267139,Entire home/apt,400,30,0,,51.48134,-0.14919
45267688,Private room,152,1,1,0.09,51.51954,-0.13572
45267781,Private room,152,1,4,0.41,51.52136,-0.13684
45267834,Entire home/apt,288,28,0,,51.52244,-0.14487
45267847,Private room,152,1,1,0.68,51.52137,-0.13714
45267944,Private room,152,1,0,0.06,51.52125,-0.13542
45268028,Private room,152,1,1,0.27,51.52124,-0.1362
45302738,Entire home/apt,75,5,1,0.17,51.4637,-0.18667
45305169,Entire home/apt,150,2,14,1.79,51.52759,0.1699
45268680,Private room,131,1,35,3.11,51.51678,-0.15649
45191280,Private room,40,3,8,1.49,51.56281,-0.09495
45306293,Private room,32,3,8,0.51,51.50318,-0.26511
45191473,Entire home/apt,130,7,0,0.27,51.50619,-0.08943
45307014,Entire home/apt,89,3,2,0.42,51.53394,-0.20573
45307232,Entire home/apt,120,3,0,,51.55216,0.11025
45307363,Entire home/apt,177,1,0,,51.49295,-0.177867
45307814,Private room,50,5,1,0.16,51.52039,-0.05194
45311645,Private room,71,1,7,1.17,51.48892,-0.2851
45192682,Private room,50,3,4,0.73,51.53503,-0.17767
45268913,Entire home/apt,121,2,23,1.59,51.33917,0.10434
45269174,Private room,45,1,0,0.06,51.39262,-0.18784
45311989,Private room,56,2,4,0.29,51.48873,-0.28349
45312438,Private room,20,1,1,1,51.63079,-0.18226
45270264,Entire home/apt,457,5,1,0.29,51.50075,-0.18877
45312924,Private room,43,2,0,,51.51621,-0.03618
45313288,Private room,38,2,0,0.06,51.51623,-0.03647
45313881,Private room,43,4,7,0.85,51.46468,-0.17654
45193505,Private room,50,1,0,,51.4013,-0.10867
45314316,Entire home/apt,90,3,0,,51.51998,-0.06923
45196752,Entire home/apt,99,1,0,,51.47264,-0.28657
45196887,Private room,34,5,0,0.05,51.53514,-0.06383
45314663,Private room,24,4,2,0.37,51.54529,0.15565
45315475,Private room,31,1,2,1.09,51.48264,0.08926
45318242,Private room,25,3,0,,51.57197,-0.19783
45320667,Entire home/apt,60,3,0,,51.39567,-0.312
45321046,Entire home/apt,199,1,10,0.72,51.51794,-0.07881
45321708,Entire home/apt,199,3,1,0.24,51.49308,-0.16058
45321923,Entire home/apt,219,3,7,0.48,51.4908,-0.16266
45322072,Entire home/apt,240,3,3,0.35,51.52047,-0.16037
45322395,Entire home/apt,188,3,5,0.53,51.51929,-0.15618
45322769,Private room,160,7,6,0.59,51.54168,-0.05728
45323442,Entire home/apt,179,2,13,1.22,51.5031,-0.09152
45323483,Entire home/apt,180,3,2,0.44,51.49791,-0.08263
45323512,Entire home/apt,171,3,16,1.85,51.51989,-0.16084
45323643,Entire home/apt,200,2,4,0.5,51.49773,-0.14537
45323944,Private room,44,28,0,,51.51914,-0.1304
45197024,Entire home/apt,100,5,0,0.05,51.52712,-0.07533
45271181,Private room,152,1,4,0.29,51.52141,-0.13678
45271229,Private room,152,1,0,,51.52089,-0.13568
45325275,Entire home/apt,90,1,11,0.93,51.55081,-0.05551
45271756,Entire home/apt,85,2,1,0.16,51.45482,-0.11003
45272555,Private room,152,1,5,0.49,51.52014,-0.13778
45197059,Private room,90,1,12,2.28,51.46583,-0.23057
45197297,Private room,22,7,12,0.71,51.53355,0.13788
45197306,Private room,50,29,0,,51.56284,0.10885
45325395,Entire home/apt,120,3,0,,51.53726,-0.09726
45199545,Entire home/apt,75,2,1,0.17,51.50299,-0.27747
45348504,Private room,79,30,2,0.41,51.50191,-0.19391
45349140,Private room,150,1,0,,51.57889,-0.14174
45353378,Private room,125,6,0,0.06,51.55676,-0.14724
45354979,Private room,37,1,2,1.25,51.47573,-0.10978
45355892,Entire home/apt,10,1,0,,51.52315,-0.07318
45325918,Private room,1570,1,0,,51.49452,-0.13261
45327626,Entire home/apt,192,30,1,0.18,51.5114,-0.06428
45328572,Private room,55,2,0,0.06,51.49987,-0.31482
45356654,Entire home/apt,286,2,42,3.08,51.49065,-0.22974
45329000,Entire home/apt,39,7,7,0.63,51.51669,-0.18181
45357814,Private room,35,1,3,0.56,51.6319,-0.18234
45330273,Private room,35,1,0,0.05,51.55296,0.01248
45357841,Entire home/apt,134,1,3,0.48,51.49405,-0.18379
45199596,Entire home/apt,126,10,3,0.28,51.50063,-0.21314
45331992,Entire home/apt,280,3,2,0.44,51.50059,-0.21501
45357903,Private room,16,180,0,,51.609,-0.0995
45333081,Private room,40,1,0,0.06,51.59377,-0.10146
45201406,Private room,30,1,0,,51.5933,-0.10347
45338254,Entire home/apt,119,3,3,0.3,51.52755,-0.06785
45358596,Private room,40,2,0,,51.56387,-0.09415
45358883,Private room,97,1,63,4.1,51.52412,-0.12692
45339680,Entire home/apt,293,1,39,2.37,51.52056,-0.10329
45359496,Private room,75,2,1,0.16,51.45205,-0.1874
45360172,Private room,100,1,2,0.34,51.47559,-0.18162
45360498,Private room,42,6,5,0.34,51.52151,-0.18016
45360802,Entire home/apt,50,60,0,,51.49067,-0.20496
45360952,Private room,39,13,1,0.15,51.52295,-0.18041
45360974,Entire home/apt,160,2,3,0.22,51.51334,-0.18102
45364355,Entire home/apt,58,3,9,0.57,51.3959,-0.07194
45366168,Private room,60,3,0,,51.52585,-0.1228
45202070,Entire home/apt,100,4,0,0.37,51.49298,-0.16846
45202321,Entire home/apt,175,2,1,0.18,51.5955,-0.23938
45203314,Entire home/apt,350,4,2,0.2,51.51632,-0.19416
45203784,Entire home/apt,150,1,4,0.34,51.47855,-0.07384
45204317,Entire home/apt,335,2,2,0.17,51.51431,-0.12208
45446568,Private room,75,1,0,,51.51562,-0.17328
45446715,Private room,85,1,0,,51.5177,-0.17209
45447528,Entire home/apt,189,1,2,0.25,51.5157,-0.19743
45447596,Entire home/apt,250,5,0,,51.49561,-0.19151
45339759,Entire home/apt,181,5,2,0.19,51.48557,-0.18901
45368822,Entire home/apt,116,2,0,,51.51178,-0.14513
45370897,Entire home/apt,300,14,0,0.06,51.45983,-0.20283
45340009,Entire home/apt,114,3,4,0.58,51.54633,-0.00732
45447633,Private room,35,2,5,0.69,51.48771,-0.07056
45448674,Entire home/apt,153,3,7,0.8,51.4706,-0.20374
45340034,Private room,80,7,1,0.19,51.53824,-0.07739
45341674,Entire home/apt,141,4,6,0.65,51.53429,-0.07359
45372186,Entire home/apt,80,2,2,0.39,51.52562,-0.18032
45342228,Private room,45,2,0,,51.55153,-0.16416
45373006,Private room,124,1,63,3.9,51.51196,-0.18198
45449247,Entire home/apt,400,1,0,,51.46539,-0.06523
45342263,Private room,1570,3,0,,51.49634,-0.13263
45343116,Entire home/apt,99,4,2,0.22,51.49753,-0.22962
45373764,Entire home/apt,156,4,2,0.19,51.50604,-0.22382
45343537,Entire home/apt,280,3,14,2.26,51.53174,-0.20679
45345731,Private room,25,3,0,,51.49253,-0.07525
45375069,Private room,202,1,30,1.79,51.51601,-0.17345
45375304,Private room,90,15,0,,51.50057,-0.09525
45375756,Entire home/apt,182,25,0,,51.43072,-0.15859
45376383,Entire home/apt,197,2,29,4.08,51.51429,-0.16351
45449290,Private room,30,2,9,0.79,51.37623,0.10632
45345884,Private room,45,150,0,,51.51752,-0.07778
45449412,Entire home/apt,50,3,2,0.17,51.49998,-0.03578
45377100,Entire home/apt,117,1,12,1.06,51.56165,-0.11307
45377927,Entire home/apt,182,2,5,1.06,51.49262,-0.1848
45377936,Entire home/apt,200,2,0,,51.51353,-0.18107
45378460,Private room,35,2,5,0.45,51.48783,-0.07203
45347102,Private room,20,1,51,3.6,51.5942,0.1648
45501316,Entire home/apt,100,2,0,0.12,51.52928,-0.12239
45379692,Private room,42,1,24,1.6,51.55748,-0.0493
45382320,Entire home/apt,145,7,3,0.34,51.48157,-0.12726
45450285,Entire home/apt,68,2,4,0.37,51.52128,-0.19507
45450774,Entire home/apt,80,3,0,0.06,51.41509,-0.06991
45501469,Private room,107,1,0,,51.49725,-0.20779
45383400,Entire home/apt,400,3,0,,51.4738,-0.15285
45501488,Private room,127,1,6,0.54,51.49725,-0.20779
45501509,Private room,137,1,1,0.12,51.49725,-0.20779
45501630,Private room,146,1,13,0.82,51.49725,-0.20779
45451276,Entire home/apt,429,14,0,,51.48396,-0.1736
45502083,Entire home/apt,159,30,0,,51.51638,-0.1634
45451629,Entire home/apt,65,4,0,0.06,51.51015,-0.31571
45503366,Private room,40,3,1,0.11,51.46361,-0.12978
45389410,Private room,60,1,0,,51.49573,-0.36909
45503540,Entire home/apt,210,45,0,,51.51702,-0.15224
45504759,Entire home/apt,140,7,0,,51.42413,-0.09807
45505073,Entire home/apt,149,2,12,0.93,51.36008,-0.28954
45390322,Entire home/apt,100,7,0,,51.51855,-0.05334
45390495,Entire home/apt,70,2,0,0.27,51.40343,0.05717
45391082,Private room,210,1,4,0.4,51.52716,-0.08154
45391125,Entire home/apt,80,5,5,0.34,51.55767,-0.07588
45452212,Entire home/apt,116,3,7,0.54,51.43881,-0.15425
45452509,Entire home/apt,50,2,5,0.5,51.49252,-0.13324
45508921,Entire home/apt,69,2,15,0.93,51.51201,-0.12618
45453603,Private room,45,2,0,,51.56746,-0.03183
45458409,Private room,30,3,2,0.38,51.47355,-0.15225
45458697,Entire home/apt,97,1,4,0.45,51.4674,-0.08951
45458759,Private room,47,3,10,0.73,51.57915,-0.06936
45393668,Private room,20,3,0,0.06,51.45648,-0.0398
45393763,Entire home/apt,222,3,4,0.53,51.461,-0.17563
45509301,Private room,98,1,69,5.79,51.49725,-0.20779
45510890,Entire home/apt,100,4,0,,51.49685,-0.06573
45396373,Entire home/apt,115,7,12,0.9,51.50542,-0.33376
45460569,Entire home/apt,199,1,1,0.2,51.55837,-0.00852
45512471,Entire home/apt,271,1,9,0.8,51.41792,-0.20716
45462646,Entire home/apt,135,3,1,0.16,51.51453,-0.20573
45462756,Private room,25,1,1,0.17,51.42387,-0.05621
45463031,Private room,40,3,5,0.35,51.53223,-0.03142
45464269,Private room,37,3,4,0.3,51.48089,-0.36375
45396682,Entire home/apt,83,5,4,0.79,51.45772,-0.11891
45396936,Private room,45,1,0,,51.52165,-0.26235
45512567,Private room,38,2,12,0.75,51.39418,-0.30947
45512756,Private room,55,3,4,0.69,51.41005,0.04311
45398905,Private room,76,1,6,0.46,51.51748,-0.07383
45512796,Entire home/apt,214,2,16,1.38,51.62712,-0.17712
45400566,Entire home/apt,350,3,1,0.21,51.48349,-0.14924
45405542,Private room,61,2,10,0.85,51.50693,-0.02761
45406460,Entire home/apt,126,3,4,0.42,51.551144,-0.179477
45464471,Entire home/apt,241,2,4,0.47,51.5424,-0.20967
45464518,Private room,29,3,8,0.61,51.48036,-0.36378
45464564,Entire home/apt,139,3,1,0.14,51.51307,-0.18417
45464597,Entire home/apt,170,3,2,0.18,51.51805,-0.10862
45466990,Entire home/apt,80,1,37,3.16,51.56186,-0.11451
45512925,Private room,67,5,0,,51.49294,-0.19929
45513624,Entire home/apt,60,1,0,,51.51753,-0.03846
45513952,Entire home/apt,80,5,0,,51.48793,0.0964
45514979,Private room,45,2,0,,51.49443,-0.20611
45467893,Private room,35,2,9,1.01,51.46244,-0.1696
45516072,Entire home/apt,150,5,3,0.3,51.51069,-0.2051
45470233,Private room,30,3,5,0.35,51.58123,-0.2314
45406495,Entire home/apt,106,1,6,0.46,51.47891,-0.01159
45407361,Entire home/apt,323,3,0,,51.53797,-0.13931
45516447,Entire home/apt,142,3,2,0.24,51.54894,0.1013
45474206,Private room,134,1,52,9.4,51.51558,-0.06204
45518005,Private room,40,2,4,0.79,51.54288,-0.15134
45522063,Entire home/apt,135,3,4,0.34,51.37051,-0.10062
45522713,Entire home/apt,105,7,0,,51.51391,-0.18611
45474563,Entire home/apt,225,1,11,1.67,51.51088,-0.12457
45408021,Entire home/apt,106,2,18,1.94,51.57668,-0.01052
45522779,Private room,23,1,0,0.06,51.45527,-0.01954
45474595,Private room,58,1,2,0.59,51.51939,-0.07003
45522792,Private room,46,1,0,,51.43851,-0.1477
45523014,Private room,32,1,0,,51.48746,-0.21678
45523206,Entire home/apt,111,1,3,0.33,51.51234,-0.18342
45523768,Entire home/apt,352,2,1,1,51.51636,-0.19231
45475561,Entire home/apt,200,6,0,,51.48531,-0.09359
45408722,Private room,30,15,0,,51.54098,-0.13939
45408921,Private room,33,1,0,,51.5633,-0.12179
45524220,Entire home/apt,119,20,6,0.67,51.48439,-0.19405
45525136,Entire home/apt,180,3,4,0.37,51.49305,-0.16386
45412391,Entire home/apt,150,1,1,0.11,51.48693,-0.2947
45475819,Private room,138,1,0,,51.58562,-0.35951
45476264,Entire home/apt,150,2,21,1.94,51.48981,0.00453
45476488,Entire home/apt,300,5,4,0.75,51.51235,-0.18628
45525140,Entire home/apt,184,3,0,,51.49294,-0.16533
45525524,Private room,173,1,0,,51.51125,-0.1809
45526776,Entire home/apt,109,5,1,0.1,51.51255,-0.18725
45527342,Entire home/apt,75,200,0,,51.46756,-0.15559
45476658,Private room,95,1,0,,51.58587,-0.35963
45476782,Private room,107,1,0,,51.58569,-0.35884
45528008,Private room,26,1,0,,51.49521,-0.0077
45476920,Entire home/apt,135,4,4,0.37,51.52179,-0.15203
45477865,Private room,99,1,15,1.7,51.4992,-0.19298
45529371,Private room,131,2,20,1.79,51.50227,-0.18628
45478436,Entire home/apt,135,5,7,0.49,51.52077,-0.06803
45415146,Private room,50,25,0,,51.44405,-0.12502
45415171,Private room,30,4,0,,51.59858,-0.09733
45529798,Private room,125,2,3,0.56,51.50199,-0.18686
45415190,Private room,53,1,0,0.06,51.52248,-0.13169
45478602,Entire home/apt,200,3,2,0.26,51.48009,-0.20795
45479482,Private room,142,1,4,0.46,51.49515,-0.08173
45529847,Private room,168,2,33,2.26,51.50179,-0.18517
45529976,Private room,158,2,0,,51.50212,-0.1866
45530242,Private room,151,2,10,0.92,51.50052,-0.18486
45530706,Private room,25,14,0,,51.4061,-0.06589
45415719,Private room,63,1,0,,51.39066,-0.11002
45531121,Private room,50,7,2,0.3,51.4802,-0.3714
45416015,Private room,46,1,0,,51.5205,-0.13102
45531255,Private room,40,3,11,0.94,51.39923,-0.26241
45479666,Private room,112,1,20,1.98,51.49492,-0.08227
45531791,Entire home/apt,215,1,0,,51.5225,-0.04268
45479735,Private room,102,1,11,0.68,51.49493,-0.0819
45416061,Entire home/apt,175,10,7,0.53,51.53952,-0.07883
45416423,Private room,174,1,0,0.06,51.49928,-0.20907
45416726,Private room,45,150,0,,51.52451,-0.07492
45416931,Entire home/apt,212,3,2,0.28,51.50693,0.01829
45531819,Private room,50,1,0,,51.49062,-0.02364
45535612,Entire home/apt,375,2,18,1.44,51.49298,-0.09212
45417569,Entire home/apt,30,6,0,0.13,51.53739,-0.07808
45418028,Entire home/apt,130,90,0,,51.51948,-0.15973
45418698,Entire home/apt,140,3,0,0.18,51.50834,-0.06887
45419590,Entire home/apt,303,7,16,0.98,51.49203,-0.17021
45419916,Private room,50,1,0,,51.51734,-0.17378
45423338,Private room,30,1,26,1.84,51.41051,-0.1761
45423459,Private room,67,1,0,,51.50337,-0.26659
45479946,Private room,112,1,13,0.79,51.49517,-0.08396
45480000,Private room,38,3,0,0.11,51.46648,-0.1955
45480780,Private room,51,2,0,,51.54148,0.01399
45481101,Entire home/apt,80,1,17,1.81,51.56167,-0.11528
45481113,Private room,40,2,0,,51.53225512,-0.057826167
45481479,Entire home/apt,85,3,0,,51.49283,-0.13215
45537077,Private room,25,9,1,0.35,51.53304,-0.08472
45481716,Entire home/apt,100,2,0,0.24,51.4245,-0.21357
45482069,Private room,140,1,2,0.34,51.49662,-0.08087
45482301,Private room,24,1,0,,51.48392,0.07799
45428101,Private room,55,5,1,0.12,51.49745,-0.00924
45428157,Entire home/apt,144,2,13,1.22,51.54424,-0.04416
45428391,Entire home/apt,373,2,1,1,51.5252,-0.07765
45428553,Private room,51,1,0,,51.52064,-0.13234
45428859,Entire home/apt,96,13,0,0.12,51.44178,-0.13458
45429033,Private room,87,1,0,,51.48968,-0.13976
45429104,Private room,109,1,0,0.11,51.4896,-0.13768
45429215,Private room,131,1,0,,51.49112,-0.13923
45429281,Private room,164,1,0,,51.48926,-0.13979
45429438,Entire home/apt,135,30,0,,51.51861,-0.13829
45537794,Entire home/apt,170,5,1,0.14,51.57444,-0.06132
45483408,Entire home/apt,65,2,0,0.33,51.45982,-0.16844
45538897,Private room,25,14,7,0.64,51.53279,-0.08471
45485253,Private room,51,2,0,,51.49135,0.06946
45538989,Private room,22,1,0,,51.57768,-0.14835
45486745,Entire home/apt,60,2,16,1.12,51.52472,-0.07476
45486953,Entire home/apt,100,1,0,,51.52935,-0.12117
45429532,Entire home/apt,100,3,0,,51.49572,-0.18396
45430257,Private room,89,1,82,5.75,51.52479,-0.12723
45431334,Entire home/apt,289,3,3,0.27,51.52096,-0.10817
45539161,Entire home/apt,405,2,0,,51.52034,-0.22382
45541202,Private room,15,5,3,0.42,51.58028,0.0972
45431821,Entire home/apt,102,14,4,0.79,51.50954,-0.27394
45431902,Private room,40,2,3,0.79,51.55072,0.00742
45432168,Entire home/apt,71,14,1,0.26,51.49731,-0.01967
45488390,Entire home/apt,45,2,0,,51.53983,0.16315
45488693,Private room,47,5,2,0.32,51.52824,-0.08289
45489293,Entire home/apt,140,1,0,,51.5154,-0.20135
45489396,Entire home/apt,170,3,1,0.17,51.51736,-0.11053
45489455,Private room,112,1,9,1.03,51.50181,-0.09306
45541902,Entire home/apt,125,3,1,0.09,51.52548,-0.20299
45432591,Private room,50,1,5,0.4,51.48055,0.16488
45432612,Private room,50,1,0,,51.53646,0.01361
45541928,Private room,40,1,0,,51.51748,-0.17222
45543149,Entire home/apt,54,90,2,0.2,51.51171,0.00991
45543702,Entire home/apt,175,3,0,0.06,51.53256,-0.23254
45490491,Entire home/apt,170,3,2,0.17,51.51698,-0.10861
45490781,Entire home/apt,170,3,6,0.76,51.51698,-0.10902
45490836,Entire home/apt,200,3,7,0.88,51.49829,-0.14593
45491001,Entire home/apt,170,3,6,0.45,51.5181,-0.11067
45491177,Entire home/apt,170,3,4,0.35,51.51674,-0.10937
45491420,Entire home/apt,225,3,6,0.59,51.51402,-0.13583
45491448,Entire home/apt,190,3,12,1.57,51.51259,-0.13553
45491959,Private room,100,2,0,,51.52892,-0.12083
45543786,Entire home/apt,107,30,22,1.43,51.57462,-0.02989
45492177,Private room,88,1,1,0.6,51.49725,-0.20779
45545290,Private room,35,2,1,0.1,51.46341,-0.03715
45492581,Entire home/apt,200,2,0,0.11,51.52944,-0.12229
45492909,Entire home/apt,110,7,5,0.57,51.52089,-0.13959
45493046,Entire home/apt,129,7,1,0.18,51.49005,-0.16491
45493093,Entire home/apt,125,2,0,,51.52918,-0.12095
45493321,Entire home/apt,269,2,0,0.06,51.54758,-0.0485
45493515,Entire home/apt,109,5,2,0.26,51.51038,-0.18828
45493614,Entire home/apt,100,2,0,,51.52761,-0.12239
45493731,Entire home/apt,100,2,0,0.06,51.52792,-0.12243
45493974,Private room,65,1,4,0.31,51.51189,-0.18884
45494212,Private room,35,1,0,0.16,51.55972,-0.07476
45494232,Entire home/apt,90,5,0,,51.50885,-0.06191
45494674,Entire home/apt,300,1,6,0.4,51.57675,-0.23142
45495471,Entire home/apt,90,2,2,0.18,51.52165,-0.16089
45495472,Entire home/apt,120,3,0,,51.55014,0.11144
45433617,Entire home/apt,53,1,20,1.67,51.51976,-0.40325
45547407,Entire home/apt,100,1,0,,51.54017,0.07237
45547445,Entire home/apt,550,5,0,,51.51383,-0.04559
45548399,Private room,45,14,0,0.06,51.46114,-0.22033
45551320,Private room,25,7,5,0.52,51.44061,-0.37757
45552458,Entire home/apt,201,5,3,0.37,51.48788,-0.21017
45553194,Private room,135,1,9,0.8,51.51438,-0.18279
45553427,Entire home/apt,120,2,0,,51.36805,-0.3068
45553454,Entire home/apt,136,5,1,0.48,51.47539,-0.12197
45554087,Private room,70,1,0,,51.51059,-0.41655
45436162,Entire home/apt,42,30,0,,51.59578,-0.17062
45436560,Private room,40,3,4,0.57,51.48961,-0.08674
45554295,Private room,35,3,0,0.11,51.5283,-0.2026
45495904,Entire home/apt,98,7,0,,51.55555,-0.07544
45554836,Private room,29,2,4,0.4,51.55246,-0.22055
45555551,Private room,30,1,0,0.12,51.56685,-0.33654
45496318,Entire home/apt,70,7,0,,51.53039,-0.08814
45497979,Private room,24,1,118,7.32,51.47766,-0.07043
45498330,Entire home/apt,100,2,0,0.06,51.52955,-0.12253
45498440,Entire home/apt,100,2,0,,51.5294,-0.12272
45498491,Entire home/apt,100,2,0,0.06,51.52943,-0.12253
45499557,Entire home/apt,85,13,1,0.13,51.54919,-0.20484
45499566,Entire home/apt,75,5,2,0.28,51.46968,-0.04646
45436885,Private room,74,2,4,0.66,51.52665,-0.11062
45437931,Private room,40,1,0,0.06,51.59257,0.04285
45438573,Private room,30,3,0,,51.54797,0.09872
45555668,Entire home/apt,127,2,4,0.42,51.41528,0.1272
45439226,Private room,75,3,0,,51.54449,-0.02979
45499749,Entire home/apt,100,2,0,0.06,51.52934,-0.12239
45499827,Entire home/apt,86,1,2,0.18,51.51239,-0.18367
45499854,Entire home/apt,100,2,0,0.22,51.52884,-0.12281
45555720,Entire home/apt,90,1,7,1,51.46319,-0.1562
45555860,Entire home/apt,393,2,13,0.91,51.50657,-0.14729
45556568,Entire home/apt,87,1,109,8.65,51.52024,-0.48228
45572869,Entire home/apt,421,4,8,0.82,51.51521367,-0.21324924
45557620,Private room,75,2,9,0.58,51.47377,-0.16729
45572888,Private room,107,1,41,2.75,51.513954,-0.189468
45558415,Private room,116,1,33,2.05,51.49924,-0.20916
45558467,Private room,36,3,11,0.8,51.48044,-0.36353
45558725,Entire home/apt,1414,14,0,,51.51997,-0.10164
45558997,Private room,37,3,0,0.06,51.58567,-0.06505
45446313,Private room,50,1,0,,51.51581,-0.17232
45446432,Private room,50,1,0,,51.5172,-0.17333
45661654,Entire home/apt,150,1,0,,51.53976,0.00094
45662139,Private room,130,1,6,0.69,51.513954,-0.189468
45559334,Entire home/apt,114,5,4,0.48,51.52515,-0.21073
45559925,Entire home/apt,221,4,6,0.76,51.54063,-0.05844
45663009,Entire home/apt,120,3,3,0.57,51.51653,-0.19323
45560304,Private room,30,1,0,0.07,51.56516,-0.33539
